"label","feature_text"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹53,584 to ZOMATO could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 200.00 was credited to your account ****0535. Your available account balance is AED 1831.59"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹9,209 to Amit successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Congratulations! Your instant personal loan of ₹100,000 is approved. Click to claim."
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Priya is picking up your order."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹90,890 to CHAI POINT could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Swati is on the way. Arriving in 1 mins."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | So now my dad is gonna call after he gets out of work and ask all these crazy questions."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Match time madness! 🏏 Free delivery on orders above ₹299."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04"
"BLOCK","[CATEGORY_TRANSPORT] | com.ubercab | Plan your weekend getaway with Uber Rentals. Get 30% off on 12-hour packages."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 53,910.00 has been credited to ICICI Bank Acct XX2532."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Dunno lei shd b driving lor cos i go sch 1 hr oni."
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Deepa is on the way. Arriving in 12 mins."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Siddharth mentioned you in #general: Need that report by EOD."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹10,022 to Pooja successful."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Auntie huai juan never pick up her phone"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Sir, Waiting for your mail."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705"
"BLOCK","[CATEGORY_SHOPPING] | com.myntra.android | End of Reason Sale! Flat 30% off on top brands + free delivery. 🛍️"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Super da:)good replacement for murali"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Suresh is on the way. Arriving in 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.dream11.fantasy.cricket | Mega contest is LIVE! ₹500 Crore prize pool. Team banalo jaldi."
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Manish is picking up your order."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 299.25 debited from your a/c *535 at www.groupon.ae gr oupon.ae IE. Avl Bal is AED 64.14"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 2000.00 was debited from your account *535. Your available account balance is AED 4040.99"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only"
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 1762."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Pooja sent a message: 'Need that report by EOD.'"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 25.00 was credited to your account *535. Your available account balance is AED 928.32"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Congratulations! Your instant personal loan of ₹5,000 is approved. Click to claim."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for JIO of ₹44,711 was successful."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 49.35 debited from your a/c ****0535 at JUST FRESH JUICE LLC ABU DHABI AE. Avl Bal is AED 247.19"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Dev Team': Where are you?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 13.00 debited from your a/c *535 at DELIVEROO DMCC 04 5126268 AE. Avl Bal is AED 2640.00"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 97 girls are online near you. Tap to start video call."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 603983. Valid for 5 mins."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 58,473.00 has been credited to ICICI Bank Acct XX8506."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 750215. Valid for 5 mins."
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Suresh is on the way. Arriving in 12 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Don't worry, * is easy once have ingredients!"
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Siddharth sent a message: 'Can we jump on a quick sync?'"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | And of course you should make a stink!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | RECPT 1/3. You have ordered a Ringtone. Your order is being processed..."
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | Midnight cravings? We are delivering! Flat 30% off on night orders. 🌙"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 56,542.00 has been credited to ICICI Bank Acct XX9906."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Manish replied to your story: Miss you!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹64,693 from Aisha. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Headphones at just ₹299. Sale ends tonight!"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 70% off your next 3 rides. Use code BINGE."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 72,649.00 has been credited to ICICI Bank Acct XX3111."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Ice Cream is calling! Order now for 80% off up to Rs.49999."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Congratulations! Your instant personal loan of ₹1000,000 is approved. Click to claim."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹14,133 from Rahul. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | LMIA approved warehouse job in Toronto. No IELTS, no interview, immediate processing after payment."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your ICICI credit card bill of ₹36,352 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ok pa. Nothing problem:-)"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Priya: Are we still on for tonight?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 10000.00 was debited from your account ****0535. Your available account balance is AED 1399.57"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Canada PR file ready. Just pay the final security deposit and receive approval letter tonight."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹76,409 from Anjali. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I am taking you for italian food. How about a pretty dress with no panties? :)"
"BLOCK","[CATEGORY_UNKNOWN] | com.games24x7.my11circle | VVS Laxman ki team ko haraya? Khelo My11Circle par aur jeeto Thar."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | No guarantee from our side, but all Punjab files we handled last week were approved after our special route fee."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹22,562 paid successfully to OLA. Ref No: 2719917921."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | sry can't talk on phone, with parents"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Anjali: Good morning! 🌻"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 3.69 debited from your a/c *535 at APPLE.COM/BILL ww w.apple.com IE. Avl Bal is AED 7057.01"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Deepa as a beneficiary. Cooling period of 4 hours active."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Crypto Alpha': Please approve the PR."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | After payment, we will release your final approval update within 24 hours."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹872 to ZOMATO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 4996."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No pic. Please re-send."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Aisha mentioned you in #general: Can we jump on a quick sync?"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 500.00 was debited from your account ****0535. Your available account balance is AED 1438.18"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 217916. Valid for 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 85233 FREE>Ringtone!Reply REAL"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 295.00 debited from your a/c *535 at BLOOMING BOX FZ LLC DU BAI AE. Avl Bal is AED 5562.37"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | They r giving a second chance to rahul dengra."
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 40% off your next 3 rides. Use code FREEDEL."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | My sister going to earn more than me da."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm"
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Kurtas under ₹999. Grab yours before sizes run out!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Looks like you found something to do other than smoke, great job!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | What time you thinkin of goin?"
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | Midnight cravings? We are delivering! Flat 70% off on night orders. 🌙"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 26.00 was credited to your account ****0535. Your available account balance is AED 2110.48"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Priya is on the way. Arriving in 8 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹8,072 paid successfully to STARBUCKS. Ref No: 1214836919."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get iPhone 14 at just ₹299. Sale ends tonight!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Kate jackson rec center before 7ish, right?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Good night. Am going to sleep."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1500.00 was credited to your account *535. Your available account balance is AED 1521.60"
"BLOCK","[CATEGORY_UNKNOWN] | com.mpl.androidapp | Your ₹500 welcome bonus is expiring today. Play Ludo now!"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Ramen is calling! Order now for 40% off up to Rs.49999."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹75,028 to Karan successful."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 17 new notifications and 5 friend requests waiting."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Your work permit can be moved from refusal to approval through our senior legal contact."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Amit as a beneficiary. Cooling period of 4 hours active."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.betting | Aviator game trick! Earn ₹100 daily from home without investment."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 36 new notifications and 7 friend requests waiting."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Rolls is calling! Order now for 50% off up to Rs.199."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummycircle | Aapki 10 Lakh ki winning waiting hai! 🤑 Play rummy now and withdraw instantly."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Nope thats fine. I might have a nap tho!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 1020."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Samosa is calling! Order now for 20% off up to Rs.199."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | WOT U UP 2 J?"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Samsung S23 at just ₹999. Sale ends tonight!"
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Karan mentioned you in #announcements: Can we jump on a quick sync?"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 500.00 was credited to your account *535. Your available account balance is AED 500.00"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get iPhone 14 at just ₹199. Sale ends tonight!"
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your HDFC credit card bill of ₹42,039 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Anjali is on the way. Arriving in 13 mins."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Sneha: Good morning! 🌻"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 30% off your next 3 rides. Use code FREEDEL."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 25.00 debited from your a/c ****0535 at ALTAJ ALDIWALI CARS WA ABU DHABI AE. Avl Bal is AED 19882.56"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | ਸਾਡੇ High Commission link ਨਾਲ backlog clear ਹੋ ਜੂ, today ਹੀ payment ਕਰ ਦਿਓ।"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Crypto Alpha': Are we still on for tonight?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Need a coffee run tomo?Can't believe it's that time of week already"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net"
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Laptop under ₹999. Grab yours before sizes run out!"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Lipstick at just ₹299. Sale ends tonight!"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 784387. Valid for 5 mins."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | soon you will have the real thing princess! Do i make you wet? :)"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹17,894 paid successfully to SWIGGY. Ref No: 2912105201."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 262.50 debited from your a/c ****0535 at RIVAL LADIES BEAUTY SA ABU DHABI AE. Avl Bal is AED 270.40"
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Sneha joined Telegram!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Arjun: Call me back urgently."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p"
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Deepa is picking up your order."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Deepa mentioned you in #marketing: Build deployed successfully to staging."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1600.00 was credited to your account *535. Your available account balance is AED 1784.41"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk"
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Rohit, is arriving in 10 mins in a white Swift Dzire (KA01AB6007)."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | \Hey j! r u feeling any better"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 88% full! Clear junk files to free up space."
"BLOCK","[CATEGORY_SHOPPING] | in.amazon.mShop.android.shopping | Price drop alert! The items in your cart are cheaper today. Check out now."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Is ur paper in e morn or aft tmr?"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 18.00 debited from your a/c ****0535 at CAFTERIA ALRAAI ABU DHABI AE. Avl Bal is AED 1720.73"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Biometrics date jaldi chahiye to priority fee UPI par bhej do."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No. It's not pride. I'm almost &lt;#&gt; years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you."
